Compas,Pitch,Roll,AccX,AccY,AccZ,Timer2,temps,Comportement
1033,42,15,3504,11136,12464,31842,62.899447,M_M
1031,42,14,3552,11088,12464,31843,62.9134505,M_M
1029,42,14,3520,10720,12672,31844,62.927454,M_M
1027,42,14,3696,10944,12528,31845,62.9414575,M_M
1035,41,15,2496,10448,14880,31870,63.291545,M_M
1035,41,15,3520,11472,13200,31871,63.3055485,M_M
1032,42,15,4352,12336,11312,31872,63.319552,M_M
1031,42,15,4064,11360,11136,31873,63.3335555,M_M
1030,42,15,2080,11600,13024,31874,63.347559,M_M
1029,42,14,-1136,10832,13968,31875,63.3615625,M_M
1027,42,14,2496,10672,11536,31876,63.375566,M_M
1031,41,15,7296,8528,11280,31877,63.3895695,M_M
1035,41,15,6976,8528,12432,31878,63.403573,M_M
1037,41,15,5184,10992,12816,31879,63.4175765,M_M
1035,41,15,4064,13488,12848,31880,63.43158,M_M
1019,42,14,3568,11184,12320,31906,63.795671,D_S_TI
1021,41,14,3648,11024,12352,31906,63.795671,D_S_TI
1021,41,14,3648,11024,12352,31907,63.8096745,D_S_TI
1022,41,14,3632,11056,12416,31908,63.823678,D_S_TI
1018,42,14,3568,11040,12464,31909,63.8376815,D_S_TI
1016,42,15,3520,11344,12688,31910,63.851685,D_S_TI
1015,42,15,3776,11456,12512,31911,63.8656885,D_S_TI
1016,42,15,3760,11520,12208,31912,63.879692,D_S_TI
1016,42,14,3760,11488,12096,31913,63.8936955,D_S_TI
1017,42,15,3856,11488,12272,31914,63.907699,D_S_TI
1017,42,15,3888,11296,11952,31915,63.9217025,D_S_TI
1014,42,14,3488,10784,12480,31940,64.27179,D_S_TI
1014,42,14,3456,10864,12544,31941,64.2857935,D_S_TI
1014,42,14,3456,10864,12544,31942,64.299797,D_S_TI
1014,42,14,3776,11248,12240,31943,64.3138005,D_S_TI
1014,42,14,3824,11344,12208,31944,64.327804,D_S_TI
1013,42,15,3984,11536,12272,31945,64.3418075,D_S_TI
1013,42,15,3920,11472,12240,31946,64.355811,D_S_TI
1012,42,15,3968,11424,12112,31947,64.3698145,D_S_TI
1012,42,15,4080,11312,12304,31948,64.383818,D_S_TI
1012,42,15,4048,11264,12320,31949,64.3978215,D_S_TI
1011,42,15,3984,11328,12352,31950,64.411825,D_S_TI
1006,41,15,5616,9712,12400,31975,64.7619125,D_S_TI
1006,41,15,5344,11088,12640,31976,64.775916,D_S_TI
1004,41,15,4544,12304,12656,31977,64.7899195,D_S_TI
1004,41,15,3184,12240,13312,31978,64.803923,D_S_TI
1004,41,14,1616,11856,14496,31979,64.8179265,D_S_TI
1002,41,14,1520,11728,14416,31980,64.83193,D_S_TI
1000,41,14,3568,12208,12496,31981,64.8459335,D_S_TI
997,42,14,5008,12192,11440,31982,64.859937,D_S_TI
996,42,14,4768,11184,11584,31983,64.8739405,D_S_TI
994,42,14,-112,10960,13728,31984,64.887944,D_S_TI
993,42,14,3600,10288,10560,31985,64.9019475,D_S_TI
997,41,14,3808,11248,12432,32011,65.2660385,D_S_TI
998,41,15,3808,11248,12432,32011,65.2660385,D_S_TI
998,41,15,3728,11280,12432,32012,65.280042,D_S_TI
1001,41,15,3600,11120,12416,32013,65.2940455,D_S_TI
1002,41,15,3504,11168,12288,32014,65.308049,D_S_TI
998,41,14,3584,11072,12272,32015,65.3220525,D_S_TI
997,41,14,3936,11120,11984,32016,65.336056,D_S_TI
997,41,14,3904,10992,11904,32017,65.3500595,D_S_TI
998,41,14,3872,10928,11712,32018,65.364063,D_S_TI
998,41,14,3840,11088,11936,32019,65.3780665,D_S_TI
999,41,15,3920,10864,11776,32020,65.39207,D_S_TI
998,41,14,2816,12064,12544,32045,65.7421575,D_S_TI
998,41,14,2816,12064,12544,32046,65.756161,D_S_TI
998,41,14,3152,10672,12752,32047,65.7701645,D_S_TI
999,41,14,3536,10480,13168,32048,65.784168,D_S_TI
999,41,14,3904,11600,11776,32049,65.7981715,D_S_TI
997,41,14,3504,12128,11760,32050,65.812175,D_S_TI
996,41,14,3408,11968,12176,32051,65.8261785,D_S_TI
997,41,14,4416,11280,11312,32052,65.840182,D_S_TI
998,41,15,4912,9792,10624,32053,65.8541855,D_S_TI
999,41,15,6016,9472,9936,32054,65.868189,D_S_TI
1001,41,15,7312,9840,9552,32055,65.8821925,D_S_TI
925,35,26,32560,19888,-6720,32081,66.2462835,D_S_TI
925,35,26,10304,6816,29248,32082,66.260287,D_S_TI
930,34,26,2000,-3696,32560,32083,66.2742905,D_S_TH
930,31,25,-1808,-17152,32560,32084,66.288294,D_S_TH
930,29,24,-18208,-7504,32560,32085,66.3022975,D_S_TH
930,28,22,-25600,-12704,22592,32086,66.316301,D_S_TH
930,27,20,-20992,-4112,21760,32087,66.3303045,D_S_TH
903,27,19,-15120,4816,19760,32088,66.344308,D_S_TH
850,27,17,-6128,9840,20624,32089,66.3583115,D_S_TH
811,27,16,768,25056,25344,32090,66.372315,D_S_TH
771,28,16,5056,28208,22224,32091,66.3863185,D_S_TH
402,26,12,-3488,10704,14288,32105,66.5823675,M_M
358,26,11,-4112,10224,14400,32106,66.596371,M_M
308,27,10,-4320,10192,14592,32107,66.6103745,M_M
254,27,9,-4112,10880,13952,32108,66.624378,M_M
254,27,7,-3840,11152,13360,32109,66.6383815,M_M
254,27,5,-3136,10320,12848,32110,66.652385,M_M
254,26,3,-2336,10624,12784,32111,66.6663885,M_M
24,26,2,-1168,11248,12880,32112,66.680392,M_M
3592,27,2,-32,12176,13376,32113,66.6943955,M_M
3592,28,4,2176,11504,13024,32114,66.708399,M_M
3592,29,7,3216,11536,12000,32115,66.7224025,M_M
3506,44,6,2640,11728,12112,32140,67.07249,M_M
3506,44,6,2640,11728,12112,32141,67.0864935,M_M
3510,44,6,2560,11984,12048,32142,67.100497,M_M
3515,44,7,2480,12096,11952,32143,67.1145005,M_M
3523,44,7,2528,12160,12032,32144,67.128504,M_M
3532,44,8,2496,12464,12064,32145,67.1425075,M_M
3552,45,9,2512,12608,11920,32146,67.156511,M_M
3563,45,9,2640,12672,11760,32147,67.1705145,M_M
3575,45,10,2896,12656,11488,32148,67.184518,M_M
3586,45,10,3024,12400,11520,32149,67.1985215,M_M
3596,45,11,2928,12048,11488,32150,67.212525,M_M
24,45,11,2944,11488,11760,32175,67.5626125,M_M
24,45,11,2944,11488,11760,32176,67.576616,M_M
24,45,11,2800,11680,11840,32177,67.5906195,M_M
23,45,11,2656,11440,11952,32178,67.604623,M_M
22,45,11,2480,11376,11824,32179,67.6186265,M_M
21,45,11,2192,11872,12160,32180,67.63263,M_M
21,45,11,2192,11872,12464,32181,67.6466335,M_M
22,45,11,2288,11840,12752,32182,67.660637,M_M
22,45,11,2400,12112,12384,32183,67.6746405,M_M
23,45,11,2464,12192,12432,32184,67.688644,M_M
24,45,11,2624,12160,12432,32185,67.7026475,M_M
51,43,10,3600,11776,9104,32210,68.052735,M_M
53,43,10,3408,13264,12160,32211,68.0667385,M_M
53,43,10,3408,13264,12160,32212,68.080742,M_M
53,43,10,2768,10224,13744,32213,68.0947455,M_M
54,43,10,3088,11136,8384,32214,68.108749,M_M
54,43,10,2352,9968,9568,32215,68.1227525,M_M
53,44,10,2752,12224,7600,32216,68.136756,M_M
55,43,10,3824,8336,13296,32217,68.1507595,M_M
60,43,11,5792,9520,11552,32218,68.164763,M_M
66,43,11,7600,9680,10800,32219,68.1787665,M_M
83,43,12,9120,10416,13808,32220,68.19277,M_M
3479,36,14,464,10096,13216,32245,68.5428575,M_M
3466,37,14,-48,10128,13248,32246,68.556861,M_M
3452,36,14,-608,9776,13216,32247,68.5708645,M_M
3435,36,14,-1088,9616,13488,32248,68.584868,M_M
3417,36,13,-1456,9552,13680,32249,68.5988715,M_M
3399,36,13,-1648,9344,13744,32250,68.612875,M_M
3380,36,13,-1488,9776,14000,32251,68.6268785,M_M
3347,36,12,-1200,10224,14304,32252,68.640882,M_M
3334,36,12,-640,10416,13904,32253,68.6548855,M_M
3319,35,12,608,10864,13632,32254,68.668889,M_M
3306,35,11,1200,10992,13536,32255,68.6828925,M_M
3147,39,6,2112,11392,13136,32281,69.0469835,M_M
3147,39,6,2192,11376,13328,32282,69.060987,M_M
3148,39,7,2128,11472,13008,32283,69.0749905,M_M
3149,39,7,2112,11552,13184,32284,69.088994,M_M
3150,40,7,2064,11520,13008,32285,69.1029975,M_M
3153,40,7,2192,10784,12784,32286,69.117001,M_M
3155,40,7,2032,10592,12928,32287,69.1310045,M_M
3158,40,7,2048,10448,13120,32288,69.145008,M_M
3162,40,8,2064,10512,12960,32289,69.1590115,M_M
3167,40,8,2176,10816,12960,32290,69.173015,M_M
3171,40,8,2080,11328,12352,32291,69.1870185,M_M
3185,41,10,3120,10336,12528,32316,69.537106,M_M
3185,41,10,2736,10624,12704,32317,69.5511095,M_M
3185,41,10,2736,10624,12704,32318,69.565113,M_M
3184,41,10,1936,10928,13232,32319,69.5791165,M_M
3184,41,10,2080,11200,12688,32320,69.59312,M_M
3185,41,10,2528,11792,11536,32321,69.6071235,M_M
3185,41,10,2480,10384,11328,32322,69.621127,M_M
3185,41,10,2384,8704,11408,32323,69.6351305,M_M
3184,40,10,2992,8688,12208,32324,69.649134,M_M
3184,40,10,3760,10048,13744,32325,69.6631375,M_M
3186,40,10,4208,11984,14992,32326,69.677141,M_M
3086,37,11,-752,9888,14336,32351,70.0272285,M_M
3077,37,11,-736,10272,14288,32352,70.041232,M_M
3069,37,11,-208,10096,14368,32353,70.0552355,M_M
3060,37,10,592,9632,14352,32354,70.069239,M_M
3053,37,10,1296,9664,13648,32355,70.0832425,M_M
3047,37,10,2160,9856,13120,32356,70.097246,M_M
3043,37,10,3040,9952,12144,32357,70.1112495,M_M
3040,37,10,4000,9696,11840,32358,70.125253,M_M
3034,37,11,4272,9456,11248,32359,70.1392565,M_M
3032,36,11,5024,9808,12832,32360,70.15326,M_M
3028,36,11,5552,9920,13312,32361,70.1672635,M_M
2897,36,8,528,9808,13888,32386,70.517351,M_M
2897,36,8,528,9808,13888,32387,70.5313545,M_M
2894,36,8,496,9872,14560,32388,70.545358,M_M
2890,36,8,560,9712,14576,32389,70.5593615,M_M
2888,36,8,512,9520,14832,32390,70.573365,M_M
2886,36,8,656,9536,14688,32391,70.5873685,M_M
2882,36,8,768,9792,14768,32392,70.601372,M_M
2880,36,8,1104,10240,14800,32393,70.6153755,M_M
2878,36,9,1280,10128,14912,32394,70.629379,M_M
2875,36,9,1600,10208,14448,32395,70.6433825,M_M
2872,36,8,1680,10080,14320,32396,70.657386,M_M
2780,36,5,1696,10144,13888,32422,71.021477,M_M
2782,36,5,1856,10064,13776,32423,71.0354805,M_M
2782,36,5,1856,10064,13776,32424,71.049484,M_M
2784,36,6,2048,10064,14000,32425,71.0634875,M_M
2785,36,6,2240,11120,13440,32426,71.077491,M_M
2787,36,6,2128,11376,13456,32427,71.0914945,M_M
2789,36,6,2208,11408,13744,32428,71.105498,M_M
2790,37,6,2032,11152,13632,32429,71.1195015,M_M
2792,37,6,2080,10768,13504,32430,71.133505,M_M
2793,37,6,1952,10208,13216,32431,71.1475085,M_M
2794,37,6,1584,9904,13376,32432,71.161512,M_M
2791,38,6,1472,10192,14144,32457,71.5115995,M_M
2791,38,6,1728,10432,13984,32458,71.525603,M_M
2791,38,7,1792,10720,13680,32459,71.5396065,M_M
2792,38,7,2032,10800,13632,32460,71.55361,M_M
2793,38,7,2112,10752,13632,32461,71.5676135,M_M
2793,38,7,2032,10464,13696,32462,71.581617,M_M
2793,38,7,2144,10240,13520,32463,71.5956205,M_M
2794,38,7,1840,10384,13392,32464,71.609624,M_M
2793,38,7,1584,10448,13632,32465,71.6236275,M_M
2791,38,7,1536,10592,13680,32466,71.637631,M_M
2789,38,6,1360,10752,13552,32467,71.6516345,M_M
2776,38,6,1424,10304,13408,32492,72.001722,M_M
2776,38,6,1424,10304,13408,32493,72.0157255,M_M
2776,38,6,1424,10368,13552,32494,72.029729,M_M
2777,38,6,1600,10448,13648,32495,72.0437325,M_M
2777,38,6,1824,10640,13664,32496,72.057736,M_M
2778,38,7,2272,10560,13424,32497,72.0717395,M_M
2779,38,7,2192,10560,13520,32498,72.085743,M_M
2779,38,7,2096,10768,13232,32499,72.0997465,M_M
2778,38,7,1904,10528,13200,32500,72.11375,M_M
2778,38,7,1728,10576,13520,32501,72.1277535,M_M
2777,38,7,1536,10768,13712,32502,72.141757,M_M
2775,39,7,1456,10688,13248,32539,72.6598865,M_M
2775,39,7,1680,10560,13008,32540,72.67389,M_M
2775,39,7,1776,10560,12864,32541,72.6878935,M_M
2776,39,7,1808,10368,12944,32542,72.701897,M_M
2775,39,7,1392,10416,13264,32543,72.7159005,M_M
2775,39,7,1072,10464,13248,32544,72.729904,M_M
2775,39,7,912,10400,13344,32545,72.7439075,M_M
2773,39,7,624,10384,13632,32546,72.757911,M_M
2771,39,6,608,10416,13552,32547,72.7719145,M_M
2770,39,6,688,10672,13632,32548,72.785918,M_M
2770,39,6,1424,11696,14752,32549,72.7999215,M_M
2791,38,2,2704,11808,14848,32574,73.150009,M_M
2791,38,2,2704,11808,14848,32575,73.1640125,M_M
2798,38,2,3328,11904,14064,32576,73.178016,M_M
2805,38,3,3952,11600,13584,32577,73.1920195,M_M
2813,38,3,4112,10912,13952,32578,73.206023,M_M
2820,38,3,4336,10352,13696,32579,73.2200265,M_M
2836,38,3,4512,10336,13344,32580,73.23403,M_M
2844,38,4,4528,10400,13232,32581,73.2480335,M_M
2852,38,4,4416,10608,13440,32582,73.262037,M_M
2861,38,4,4128,10960,13200,32583,73.2760405,M_M
2870,38,4,3808,11200,13360,32584,73.290044,M_M
3026,38,4,2672,10272,13040,32609,73.6401315,M_M
3034,38,4,2672,10272,13040,32610,73.654135,M_M
3034,38,4,3008,10560,12016,32611,73.6681385,M_M
3042,38,4,2800,10128,11840,32612,73.682142,M_M
3056,39,4,2128,10096,11824,32613,73.6961455,M_M
3060,39,4,144,10816,11872,32614,73.710149,M_M
3062,39,3,-976,10912,11696,32615,73.7241525,M_M
3062,39,3,-2128,10816,12496,32616,73.738156,M_M
3063,39,3,-1776,12768,11344,32617,73.7521595,M_M
3065,39,2,-1616,13136,11552,32618,73.766163,M_M
3065,40,2,-2192,11840,11552,32619,73.7801665,M_M
3538,41,2,3296,9808,10944,32644,74.130254,M_M
3582,41,3,3120,10304,11152,32645,74.1442575,M_M
22,41,3,3120,10304,11152,32646,74.158261,M_M
57,41,4,2832,11648,11840,32647,74.1722645,M_M
87,42,4,2784,12208,12304,32648,74.186268,M_M
113,42,4,2832,12576,12112,32649,74.2002715,M_M
137,42,4,2736,12464,12032,32650,74.214275,M_M
160,42,4,2736,12096,12416,32651,74.2282785,M_M
183,42,4,2752,11920,12624,32652,74.242282,M_M
206,42,4,2784,11856,12640,32653,74.2562855,M_M
257,42,4,2928,11504,12656,32654,74.270289,M_M
676,45,11,1968,12608,11776,32680,74.63438,M_M
676,45,11,1808,11952,11664,32680,74.63438,M_M
680,45,11,1632,11984,11632,32681,74.6483835,M_M
683,45,11,1584,12160,11888,32682,74.662387,M_M
685,45,11,1440,12416,12000,32683,74.6763905,M_M
686,45,11,1392,12752,11984,32684,74.690394,M_M
686,45,11,1424,13104,11680,32685,74.7043975,M_M
685,46,10,1408,12944,11456,32686,74.718401,M_M
688,46,10,1504,12304,11696,32687,74.7324045,M_M
689,46,10,1488,11888,11424,32688,74.746408,M_M
690,46,10,1584,12112,11248,32689,74.7604115,M_M
659,49,7,1232,12400,10672,32714,75.110499,D_S_TI
659,49,7,1232,12400,10672,32715,75.1245025,D_S_TI
657,49,7,1168,12672,10832,32716,75.138506,D_S_TI
656,49,7,1216,13152,10848,32717,75.1525095,D_S_TI
655,50,7,1280,13760,10768,32718,75.166513,D_S_TI
653,50,7,1280,13936,10816,32719,75.1805165,D_S_TI
651,50,7,1296,13488,10816,32720,75.19452,D_S_TI
651,50,6,1152,12752,10896,32721,75.2085235,D_S_TI
650,50,6,1184,12688,10992,32722,75.222527,D_S_TI
650,50,6,1248,12784,11232,32723,75.2365305,D_S_TI
649,50,6,1168,12896,10928,32724,75.250534,D_S_TI
637,51,6,1424,13184,10640,32738,75.446583,D_S_TI
637,51,6,1392,12960,10672,32739,75.4605865,D_S_TI
636,51,6,1360,13408,10496,32740,75.47459,D_S_TI
635,51,6,1392,13312,10480,32741,75.4885935,D_S_TI
635,51,6,1440,13392,10448,32742,75.502597,D_S_TI
635,51,6,1360,13232,10224,32743,75.5166005,D_S_TI
635,51,6,1200,13200,10304,32744,75.530604,D_S_TI
635,51,6,1520,13424,10368,32745,75.5446075,D_S_TI
634,52,6,1632,13424,9936,32746,75.558611,D_S_TI
633,52,6,1696,13216,10064,32747,75.5726145,D_S_TI
633,52,6,1472,13120,10352,32748,75.586618,D_S_TI
629,52,6,1248,13648,9968,32774,75.950709,D_S_TI
628,53,6,1296,13792,10096,32775,75.9647125,D_S_TI
628,53,6,1296,13792,10096,32776,75.978716,D_S_TI
627,53,6,1344,13824,10096,32777,75.9927195,D_S_TI
627,53,6,1520,13936,9856,32778,76.006723,D_S_TI
627,53,6,1632,13760,9424,32779,76.0207265,D_S_TI
627,53,6,1664,13264,9408,32780,76.03473,D_S_TI
628,53,6,1536,12736,9680,32781,76.0487335,D_S_TI
630,53,6,1392,12496,9600,32782,76.062737,D_S_TI
631,53,6,1264,12800,9920,32783,76.0767405,D_S_TI
631,53,6,1200,13200,9824,32784,76.090744,D_S_TI
627,54,5,1568,13248,8432,32809,76.4408315,D_S_TI
631,54,5,5456,11328,7120,32810,76.454835,D_S_TI
637,54,5,6672,11968,7568,32811,76.4688385,D_S_TI
642,54,6,5824,13584,9088,32812,76.482842,D_S_TI
645,54,6,3520,14992,10528,32813,76.4968455,D_S_TI
644,54,6,1312,15744,10672,32814,76.510849,D_S_TI
643,54,6,368,15312,9984,32815,76.5248525,D_S_TI
642,54,6,0,13296,10384,32816,76.538856,D_S_TI
643,54,6,-336,12544,11008,32817,76.5528595,D_S_TI
642,54,5,-560,12880,11440,32818,76.566863,D_S_TI
641,54,5,-368,14176,11680,32819,76.5808665,D_S_TI
640,54,5,-272,9152,7488,32845,76.9449575,D_S_TI
640,54,5,-272,9152,7488,32845,76.9449575,D_S_TI
642,54,5,-1472,8272,9408,32846,76.958961,D_S_TI
644,53,5,-2304,8688,11024,32847,76.9729645,D_S_TI
646,53,5,-2528,10624,10576,32848,76.986968,D_S_TI
648,53,5,-2544,11776,10704,32849,77.0009715,D_S_TI
639,53,4,-2624,12368,10784,32850,77.014975,D_S_TI
633,53,4,-1936,12608,11248,32851,77.0289785,D_S_TI
628,53,3,-1552,12624,12768,32852,77.042982,D_S_TI
626,52,3,-1904,12048,13152,32853,77.0569855,D_S_TI
627,52,2,-2912,11424,13328,32854,77.070989,D_S_TI
902,43,7,5408,10704,12240,32880,77.43508,D_S_TI
918,43,8,5120,10560,12496,32881,77.4490835,D_S_TI
934,42,8,4672,9872,12544,32882,77.463087,D_S_TI
968,42,9,4464,9328,12192,32883,77.4770905,D_S_TI
983,41,9,4976,9120,11392,32884,77.491094,D_S_TI
997,41,9,5600,9360,11264,32885,77.5050975,D_S_TI
1009,41,10,6112,10144,11248,32886,77.519101,D_S_TI
1021,41,11,6096,10496,11408,32887,77.5331045,D_S_TI
1035,41,11,5904,10368,11600,32888,77.547108,D_S_TI
1049,40,12,5456,10320,11888,32889,77.5611115,D_S_TI
1064,40,12,4992,10560,12256,32890,77.575115,D_S_TI
1286,39,18,4624,10944,12016,32915,77.9252025,D_S_TH
1288,39,18,4592,10672,12096,32916,77.939206,D_S_TH
1290,40,18,4624,10848,12112,32917,77.9532095,D_S_TH
1292,40,18,4672,10832,12032,32918,77.967213,D_S_TH
1293,40,18,4528,11088,11904,32919,77.9812165,D_S_TH
1294,40,18,4672,11232,11856,32920,77.99522,D_S_TH
1295,40,18,4768,11312,11648,32921,78.0092235,D_S_TH
1295,40,18,4576,11328,11728,32922,78.023227,D_S_TH
1295,40,18,4416,10880,11920,32923,78.0372305,D_S_TH
1294,40,17,4352,10768,12224,32924,78.051234,D_S_TH
1295,40,17,3760,10864,12400,32925,78.0652375,D_S_TH
1279,42,17,4528,11872,11664,32950,78.415325,D_S_TI
1279,42,17,4576,11888,11696,32951,78.4293285,D_S_TI
1278,42,17,4400,11712,11440,32952,78.443332,D_S_TI
1278,42,17,4240,11744,11440,32953,78.4573355,D_S_TI
1278,42,17,3760,11824,11968,32954,78.471339,D_S_TI
1277,42,17,3808,12400,12544,32955,78.4853425,D_S_TI
1277,42,17,4352,12352,13392,32956,78.499346,D_S_TI
1276,42,17,5040,11792,12608,32957,78.5133495,D_S_TI
1274,42,17,5440,12592,10848,32958,78.527353,D_S_TI
1273,42,17,6064,12176,10640,32959,78.5413565,D_S_TI
1273,42,17,5968,10608,11280,32960,78.55536,D_S_TI
1177,42,18,2896,12608,13024,32985,78.9054475,D_S_TI
1177,42,18,2896,12608,13024,32986,78.919451,D_S_TI
1165,42,18,2448,13584,12736,32987,78.9334545,D_S_TI
1155,42,17,1776,13632,12896,32988,78.947458,D_S_TI
1146,42,17,1680,12656,13264,32989,78.9614615,D_S_TI
1132,42,17,2128,11984,13392,32990,78.975465,D_S_TI
1124,42,17,3104,11072,12864,32991,78.9894685,D_S_TI
1118,42,17,3168,10688,12608,32992,79.003472,D_S_TI
1110,42,17,2928,10816,12368,32993,79.0174755,D_S_TI
1101,42,16,2448,11392,12112,32994,79.031479,D_S_TI
1092,42,16,2208,11728,11760,32995,79.0454825,D_S_TI
891,43,13,4224,11440,11504,33020,79.39557,D_S_TI
888,43,13,3792,11760,11440,33021,79.4095735,D_S_TI
886,43,13,3792,11760,11440,33022,79.423577,D_S_TI
883,43,13,3360,11424,11792,33023,79.4375805,D_S_TI
880,43,13,2640,11104,12624,33024,79.451584,D_S_TI
877,43,13,2528,11408,12352,33025,79.4655875,D_S_TI
877,43,13,2736,11568,12320,33026,79.479591,D_S_TI
879,43,13,2880,11776,12080,33027,79.4935945,D_S_TI
881,43,13,3040,11984,11792,33028,79.507598,D_S_TI
881,43,13,2400,12624,12496,33029,79.5216015,D_S_TI
873,44,13,1680,13072,12608,33030,79.535605,D_S_TI
877,44,14,3296,11712,12496,33055,79.8856925,D_S_TI
875,44,14,3248,13248,13296,33056,79.899696,D_S_TI
872,44,13,3152,13312,13328,33057,79.9136995,D_S_TI
869,44,13,3008,12464,12432,33058,79.927703,D_S_TI
866,44,13,2944,11680,11984,33059,79.9417065,D_S_TI
864,44,13,3040,11312,12064,33060,79.95571,D_S_TI
863,44,13,3248,11584,12160,33061,79.9697135,D_S_TI
863,44,13,3584,11424,11952,33062,79.983717,D_S_TI
862,44,13,3744,11376,11888,33063,79.9977205,D_S_TI
860,44,13,3872,11872,11664,33064,80.011724,D_S_TI
861,44,13,4000,12288,11792,33065,80.0257275,D_S_TI
854,43,13,1136,11184,11616,33090,80.375815,D_S_TI
854,43,13,2416,9472,13728,33091,80.3898185,D_S_TI
854,43,13,5520,6272,8256,33092,80.403822,D_S_TI
859,43,14,8864,4016,7616,33093,80.4178255,D_S_TI
870,42,15,11040,3488,13296,33094,80.431829,D_S_TI
894,41,16,19440,-784,19648,33095,80.4458325,D_S_TI
891,41,18,18880,8112,13760,33096,80.459836,D_S_TI
882,42,18,6320,12912,2064,33097,80.4738395,D_S_TI
874,41,18,192,10064,12640,33098,80.487843,D_S_TI
856,42,17,-6928,17216,22192,33099,80.5018465,D_S_TI
856,41,15,-25120,17280,32560,33100,80.51585,D_S_TI
582,17,19,896,1712,16960,33126,80.879941,D_S_TI
567,16,19,1152,1936,15424,33127,80.8939445,D_S_TI
567,16,19,1152,1936,15424,33128,80.907948,D_S_TI
535,15,19,1136,2816,14160,33129,80.9219515,D_S_TI
516,15,19,960,4416,14144,33130,80.935955,D_S_TI
493,14,19,1024,5360,14416,33131,80.9499585,D_S_TI
463,14,19,832,6512,14448,33132,80.963962,D_S_TI
427,14,18,656,6512,14288,33133,80.9779655,D_S_TI
388,15,17,496,6320,13920,33134,80.991969,D_S_TI
335,15,16,384,6320,13952,33135,81.0059725,D_S_TI
287,15,15,64,6544,14800,33136,81.019976,D_S_TI
3339,29,11,8656,12272,10176,33161,81.3700635,D_S_TI
3334,29,11,8272,9296,11536,33162,81.384067,D_S_TI
3335,29,11,7616,8688,14912,33163,81.3980705,D_S_TI
3342,30,12,8512,7840,15168,33164,81.412074,D_S_TI
3353,31,12,9664,10512,13392,33165,81.4260775,D_S_TI
3365,32,13,10832,12400,12208,33166,81.440081,D_S_TI
3377,32,14,11584,13056,13248,33167,81.4540845,D_S_TI
3388,33,15,11696,12496,13664,33168,81.468088,D_S_TI
3400,34,16,10416,12176,12640,33169,81.4820915,D_S_TI
3401,34,16,8384,12304,12448,33170,81.496095,D_S_TI
3401,35,16,4688,10240,11696,33171,81.5100985,D_S_TI
3148,34,14,5168,8048,15024,33196,81.860186,D_S_TI
3148,34,14,5168,8048,15024,33197,81.8741895,D_S_TI
3139,34,14,5808,8448,13632,33198,81.888193,D_S_TI
3131,33,15,6032,8720,12096,33199,81.9021965,D_S_TI
3121,33,15,6272,8768,10608,33200,81.9162,D_S_TI
3110,33,15,6352,7936,10320,33201,81.9302035,D_S_TI
3090,32,14,6224,7520,10816,33202,81.944207,D_S_TI
3084,32,14,5680,8768,10352,33203,81.9582105,D_S_TI
3077,33,14,5120,9152,10832,33204,81.972214,D_S_TI
3069,33,14,4752,10160,9520,33205,81.9862175,D_S_TI
3058,33,13,4064,10960,8864,33206,82.000221,D_S_TI
3030,37,14,5024,11680,11056,33231,82.3503085,D_S_TI
3036,38,14,5024,11680,11056,33232,82.364312,D_S_TI
3036,38,14,4240,13456,10880,33233,82.3783155,D_S_TI
3043,38,14,3632,14448,9152,33234,82.392319,D_S_TI
3056,40,15,2832,14528,7376,33235,82.4063225,D_S_TI
3056,40,14,416,9152,6848,33236,82.420326,D_S_TI
3047,40,14,-736,2912,12000,33237,82.4343295,D_S_TI
3034,40,14,-1888,848,13904,33238,82.448333,D_S_TI
3020,39,13,-1952,2688,14480,33239,82.4623365,D_S_TI
3012,40,12,-1552,14176,11776,33240,82.47634,D_S_TI
3007,40,12,-464,19136,13136,33241,82.4903435,D_S_TI
3024,36,14,4144,12960,8480,33266,82.840431,D_S_TI
3021,36,13,3328,11792,8128,33267,82.8544345,D_S_TI
3014,37,12,3328,11792,8128,33268,82.868438,D_S_TI
3000,37,12,-656,5120,15632,33269,82.8824415,D_S_TI
2986,36,11,-1808,3456,16208,33270,82.896445,D_S_TI
2974,36,10,-3312,6304,14752,33271,82.9104485,D_S_TI
2964,36,9,-4176,13136,14560,33272,82.924452,D_S_TI
2959,36,8,-4368,20976,14112,33273,82.9384555,D_S_TI
2956,37,8,-3792,23248,12496,33274,82.952459,D_S_TI
2951,37,7,-2208,15872,14176,33275,82.9664625,D_S_TI
2945,35,7,-48,7776,15728,33276,82.980466,D_S_TI
3061,40,11,2944,11456,6800,33301,83.3305535,D_S_TH
3061,40,11,3024,12944,7824,33302,83.344557,D_S_TH
3055,40,11,2752,15744,6496,33303,83.3585605,D_S_TH
3050,41,10,2832,16064,5712,33304,83.372564,D_S_TH
3047,41,10,4000,9216,80,33305,83.3865675,D_S_TH
3044,40,11,5680,1904,-896,33306,83.400571,D_S_TH
3036,39,11,4624,-2832,9040,33307,83.4145745,D_S_TH
3021,37,11,3840,-2368,13584,33308,83.428578,D_S_TH
3025,37,11,2672,1808,14656,33309,83.4425815,D_S_TH
3029,38,11,336,8912,20256,33310,83.456585,D_S_TH
3032,38,11,-1664,14384,25552,33311,83.4705885,D_S_TH
2978,34,8,-864,3008,25808,33336,83.820676,D_S_TI
